GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age
M,N,Y,0,85500,State servant,Secondary / secondary special,Separated,Co-op apartment,9.07532216,1,1,1,0,Core staff,1,0,45.32054795
M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,7.38832786,1,0,0,0,Core staff,2,0,47.29315068
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,58.89589041
F,Y,Y,1,225000,Working,Higher education,Married,House / apartment,7.372118028,1,1,1,0,High skill tech staff,3,0,38.76164384
F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,6.886531643,1,0,0,0,Laborers,2,0,28.64931507
F,Y,Y,2,540000,Working,Higher education,Single / not married,House / apartment,6.045005314,1,0,1,1,Laborers,3,0,38.79452055
F,N,Y,0,283500,Working,Secondary / secondary special,Married,House / apartment,6.484635236,1,0,0,0,Sales staff,2,0,49.2
F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,60.2
M,N,Y,0,191399.3262,Commercial associate,Secondary / secondary special,Separated,House / apartment,8.203304027,1,0,0,0,Cleaning staff,1,0,51.35616438
F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,7.139660336,1,0,0,0,Medicine staff,2,0,48.11506849
F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8.901911226,1,0,0,0,Laborers,2,0,39.93972603
F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,57.56712329
M,Y,N,1,450000,Working,Higher education,Married,House / apartment,8.6206519,1,1,0,0,Managers,3,0,53.17808219
F,Y,Y,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,8.245384468,1,0,0,0,Sales staff,2,0,38.72054795
F,N,Y,0,270000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,57.44383562
M,Y,Y,1,495000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.081708586,1,0,1,0,Managers,3,0,43.94520548
M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,8.085178748,1,0,0,0,Laborers,2,0,53.60273973
M,Y,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,7.407924323,1,0,0,0,Managers,2,0,43.86575342
F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,8.945853857,1,0,1,0,Private service staff,1,0,48.04931507
F,N,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.210079628,1,1,0,0,Accountants,4,0,37.78356164
F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,8.220133957,1,0,0,1,Accountants,2,0,34.41917808
F,N,Y,1,36000,Working,Secondary / secondary special,Married,House / apartment,7.014814351,1,0,1,0,Core staff,3,0,34.01917808
M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,6.230481448,1,0,0,0,Laborers,3,0,30.90136986
M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.909122183,1,0,0,0,Laborers,2,0,57.1890411
F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,6.899723107,1,0,0,0,Medicine staff,2,0,32.1890411
F,N,Y,2,202500,Working,Higher education,Married,House / apartment,7.73587032,1,0,0,1,Core staff,4,0,30.12876712
F,N,Y,0,292500,Working,Higher education,Separated,House / apartment,9.443117372,1,0,1,0,Core staff,1,0,54.07123288
M,Y,N,1,315000,State servant,Secondary / secondary special,Married,House / apartment,8.200562797,1,0,0,1,High skill tech staff,3,0,36.24657534
F,N,N,0,135000,Working,Secondary / secondary special,Married,With parents,6.767343125,1,0,0,0,Laborers,2,0,33.63835616
F,N,N,2,337500,Working,Secondary / secondary special,Married,House / apartment,7.684324068,1,0,0,0,Core staff,4,0,30.10958904
F,N,N,1,157500,Working,Secondary / secondary special,Single / not married,Municipal apartment,8.582231588,1,0,0,0,Core staff,2,0,34.83835616
F,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.170468578,1,0,0,0,Sales staff,2,0,52.14520548
F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,8.390949465,1,0,0,0,Managers,3,0,40.72054795
M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,6.021023349,1,0,0,0,Drivers,2,0,29.97808219
M,N,Y,0,157500,Working,Incomplete higher,Married,House / apartment,6.115892125,1,1,1,0,Laborers,2,0,37.48493151
M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,6.866933284,1,1,0,0,Drivers,2,0,24.99726027
F,Y,Y,0,139500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,57.55890411
F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,8.457655479,1,0,0,0,Laborers,1,0,31.53972603
F,Y,Y,1,133650,Commercial associate,Secondary / secondary special,Married,House / apartment,7.583247524,1,0,0,0,Laborers,3,0,39.9890411
M,Y,Y,1,427500,Working,Secondary / secondary special,Married,House / apartment,7.841099765,1,0,1,0,Drivers,3,0,32.58082192
F,Y,Y,1,81000,Working,Higher education,Married,House / apartment,7.239214974,1,1,1,0,Core staff,3,0,29.17260274
F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,6.131226489,1,0,0,0,Accountants,3,0,30.79178082
F,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,7.71154898,1,1,1,0,High skill tech staff,2,0,62.49589041
M,Y,N,2,135000,Working,Higher education,Married,House / apartment,7.396948603,1,0,0,0,Core staff,4,0,34.8630137
F,N,N,0,94500,Working,Secondary / secondary special,Married,House / apartment,7.389563954,1,0,0,0,Waiters/barmen staff,2,0,45.91232877
F,Y,Y,1,180000,Working,Higher education,Separated,House / apartment,8.696343057,1,0,0,0,Managers,2,0,51.6109589
F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,8.05610966,1,1,0,0,Cooking staff,2,0,51.72876712
M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,7.894318064,1,0,0,0,Drivers,2,0,37.79726027
F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,8.144098463,1,0,0,0,Managers,3,0,33.00547945
F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,7.753623547,1,0,0,0,Laborers,2,0,56.86027397
M,N,Y,0,247500,Working,Incomplete higher,Married,House / apartment,6.023447593,1,0,0,0,Core staff,2,0,25.09315068
F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,64.19452055
M,Y,Y,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,8.801619971,1,0,0,0,Laborers,3,0,42.59452055
F,N,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,6.224558429,1,0,0,1,High skill tech staff,4,0,28.64109589
F,N,N,0,157500,Working,Higher education,Civil marriage,With parents,5.303304908,1,0,0,0,Accountants,2,0,36.24931507
F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,54.83013699
M,Y,Y,0,191399.3262,Commercial associate,Higher education,Married,House / apartment,8.093462275,1,0,0,0,Accountants,2,0,33.44657534
M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,59.50958904
F,N,N,1,90000,Working,Secondary / secondary special,Married,With parents,7.28756064,1,0,0,0,Laborers,3,0,28.09041096
M,Y,Y,0,247500,Working,Higher education,Married,House / apartment,7.866722285,1,0,0,0,Managers,2,0,35.18630137
M,Y,N,0,99000,State servant,Secondary / secondary special,Married,House / apartment,6.255750042,1,1,1,0,Core staff,2,0,53.24109589
M,Y,N,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.186144305,1,0,0,0,Drivers,2,0,47.82191781
M,Y,N,1,202500,State servant,Higher education,Married,House / apartment,7.810758117,1,0,0,0,Laborers,3,0,36.67671233
F,N,Y,2,90000,Working,Secondary / secondary special,Married,House / apartment,6.573680167,1,0,0,0,Laborers,4,0,32.22465753
F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,4.615120517,1,1,1,0,Core staff,4,0,31.03287671
F,Y,Y,0,157500,Working,Incomplete higher,Married,House / apartment,7.397561536,1,1,1,0,Laborers,2,0,25.72328767
F,N,N,2,121500,Working,Higher education,Married,House / apartment,6.419994928,1,0,0,0,HR staff,4,0,32.04657534
F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,7.551712215,1,1,0,0,Laborers,1,0,48.16164384
F,N,N,0,180000,State servant,Secondary / secondary special,Widow,House / apartment,5.860786223,1,1,1,0,Laborers,1,0,49.8109589
F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,8.896998553,1,1,1,0,Core staff,1,0,46.29589041
M,Y,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,53.35342466
M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,8.890135108,1,1,1,0,High skill tech staff,3,0,41.76164384
M,Y,Y,2,157500,Commercial associate,Higher education,Married,With parents,6.439350371,1,0,0,0,Drivers,4,0,38.88219178
M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,8.832441792,1,0,0,0,Laborers,2,0,55.72876712
M,Y,Y,3,270000,Working,Secondary / secondary special,Married,House / apartment,6.126869184,1,1,0,0,Laborers,5,0,36.78630137
F,Y,Y,1,261000,State servant,Higher education,Married,House / apartment,7.395107547,1,0,0,0,Managers,3,0,41.23287671
F,Y,Y,2,135000,State servant,Secondary / secondary special,Married,House / apartment,8.71505996,1,1,0,0,Core staff,4,0,39.55890411
M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,6.598509029,1,1,1,0,Drivers,2,0,35.59452055
F,N,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,64.3369863
M,N,Y,1,103500,Working,Secondary / secondary special,Married,House / apartment,6.487684018,1,1,0,0,Laborers,3,0,32.3890411
M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.901007052,1,0,1,0,Core staff,2,0,47.21917808
M,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,6.779921907,1,0,0,0,Laborers,3,0,27.71506849
F,N,N,0,112500,Working,Higher education,Single / not married,With parents,5.056245805,1,1,1,0,High skill tech staff,1,0,30.30410959
M,N,Y,1,231750,Working,Secondary / secondary special,Married,House / apartment,4.905274778,1,0,0,0,Laborers,3,0,39.03287671
F,Y,Y,0,202500,Working,Higher education,Widow,House / apartment,7.311218384,1,0,0,0,Managers,1,0,32.87123288
M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,7.143617603,1,1,1,0,Drivers,2,0,42.09863014
F,N,Y,0,135000,State servant,Higher education,Single / not married,Municipal apartment,7.567862605,1,0,0,0,Core staff,1,0,29.20547945
F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,6.244166901,1,0,1,0,Sales staff,2,0,31.20547945
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,60.36712329
M,Y,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,6.930494766,1,0,0,0,Laborers,2,0,53.01643836
M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,7.663407665,1,1,1,0,Low-skill Laborers,2,0,50.72876712
F,N,Y,0,135000,Working,Incomplete higher,Single / not married,House / apartment,6.354370041,1,0,0,0,Secretaries,1,0,29.95068493
F,N,Y,0,103500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,65.07123288
F,N,N,0,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,8.090095783,1,1,1,1,Private service staff,1,0,48.26575342
F,N,N,0,180000,Commercial associate,Incomplete higher,Married,With parents,6.063785209,1,1,0,1,Sales staff,2,0,22.59452055
F,N,Y,3,247500,Commercial associate,Incomplete higher,Married,House / apartment,7.699389406,1,0,0,1,Laborers,5,0,33.14794521
M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,7.531552381,1,0,0,1,Laborers,2,0,27.34520548
F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,8.426830751,1,1,1,0,Laborers,2,0,39.52054795
F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,5.733341277,1,1,1,1,Sales staff,2,0,44.35068493
F,N,Y,0,247500,Working,Higher education,Married,House / apartment,6.359573869,1,0,0,1,Managers,2,0,60.54794521
M,Y,Y,0,157500,Working,Higher education,Married,House / apartment,8.840435439,1,0,0,0,Laborers,2,0,43.94520548
M,Y,N,1,191399.3262,Working,Secondary / secondary special,Married,House / apartment,7.565793282,1,0,1,0,Laborers,3,0,35.85205479
F,N,Y,0,247500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,63.78082192
F,N,Y,1,166500,Working,Secondary / secondary special,Married,House / apartment,8.991313336,1,0,1,0,Laborers,3,0,55.36438356
F,N,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.721791777,1,0,0,0,High skill tech staff,3,0,25.53424658
M,N,Y,0,90900,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,60.91232877
F,Y,N,3,112500,Working,Secondary / secondary special,Married,House / apartment,8.236420527,1,1,1,0,Laborers,5,0,32.13972603
F,Y,Y,0,45900,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,55.56712329
M,N,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,4.941642423,1,0,1,0,Laborers,3,0,33.70136986
F,N,Y,0,103500,Working,Incomplete higher,Married,House / apartment,8.430109085,1,0,0,0,Laborers,2,0,32.47945205
F,N,Y,1,119250,Working,Secondary / secondary special,Married,House / apartment,8.390268498,1,1,1,0,Core staff,3,0,43.64657534
M,Y,N,2,202500,Working,Higher education,Married,House / apartment,6.588926478,1,0,0,0,Drivers,4,0,32.15342466
F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,8.24407127,1,0,0,0,Core staff,3,0,39.75342466
F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,7.747596839,1,0,0,1,Accountants,2,0,31.10410959
F,N,Y,1,315000,Working,Higher education,Married,House / apartment,7.28276118,1,0,0,0,Managers,3,0,31.78630137
M,N,N,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.59822003,1,1,1,0,Drivers,3,0,37.09041096
M,N,Y,0,162000,Working,Secondary / secondary special,Single / not married,House / apartment,6.364750757,1,0,0,0,Security staff,1,0,31.49315068
M,Y,N,0,270000,Working,Incomplete higher,Married,House / apartment,6.794586581,1,1,1,1,Laborers,2,0,32.75342466
F,N,Y,2,112500,Working,Incomplete higher,Married,House / apartment,7.528331767,1,0,0,0,Core staff,4,0,29.9369863
F,N,Y,0,58500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,68.34520548
F,N,Y,0,94500,Commercial associate,Higher education,Separated,House / apartment,8.750999691,1,0,1,0,Medicine staff,1,0,39.85753425
M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,6.907755279,1,0,1,0,Laborers,2,0,44.15342466
F,Y,Y,1,270000,Working,Higher education,Separated,House / apartment,4.941642423,1,0,1,1,Sales staff,2,0,38.49863014
F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.97808219
F,N,Y,1,315000,Working,Higher education,Separated,House / apartment,8.469262658,1,1,1,0,Private service staff,2,0,43.11780822
F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,7.722677516,1,0,0,1,Core staff,3,0,39.65479452
F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,7.203405521,1,0,0,1,Sales staff,2,0,26.82465753
F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,8.453187861,1,1,1,0,Laborers,2,0,40.09863014
M,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,9.022805248,1,1,0,0,Laborers,1,0,41.98082192
F,Y,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,55.87671233
F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,7.626570206,1,0,1,0,Laborers,2,0,43.94520548
F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,8.517992872,1,0,0,0,Medicine staff,4,0,46.57808219
F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,6.827629235,1,0,0,0,Core staff,1,0,35.40273973
M,N,N,0,148500,Working,Secondary / secondary special,Single / not married,Municipal apartment,7.084226422,1,0,0,1,Laborers,1,0,38.69041096
F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,8.754160749,1,0,1,0,Medicine staff,4,0,37.21643836
F,N,Y,0,90000,Commercial associate,Higher education,Married,House / apartment,6.675823222,1,0,0,1,Sales staff,2,0,24.6739726
F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.9369863
F,N,N,0,99000,Working,Secondary / secondary special,Married,With parents,8.603921195,1,1,0,0,Medicine staff,2,0,53.60547945
F,N,Y,0,315000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,62.61369863
F,N,Y,1,162000,State servant,Higher education,Civil marriage,House / apartment,4.477336814,1,0,0,0,Accountants,3,0,41.16986301
F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Widow,House / apartment,8.611593867,1,0,0,0,Managers,1,0,47.80821918
F,Y,Y,0,225000,Working,Higher education,Single / not married,House / apartment,6.385194399,1,0,1,1,Laborers,1,0,26.54246575
F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,8.220133957,1,0,0,1,Accountants,2,0,34.41917808
F,N,Y,0,292500,Working,Higher education,Married,House / apartment,8.479698987,1,0,0,0,Core staff,2,0,57.83835616
F,N,Y,0,67500,Pensioner,Higher education,Single / not married,Municipal apartment,12.80831816,1,0,0,1,Laborers,1,0,64.91506849
F,N,N,0,157500,Working,Higher education,Separated,House / apartment,8.006367568,1,0,0,0,Medicine staff,1,0,47.22465753
F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,9.150802659,1,0,1,0,Core staff,2,0,56.27945205
F,N,Y,0,67500,Working,Higher education,Married,House / apartment,7.368970402,1,0,0,0,Core staff,2,0,39.01369863
F,N,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,63.92876712
F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,63.3369863
F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,7.651595574,1,1,0,0,Cleaning staff,1,0,53.92328767
F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,6.939253946,1,0,0,0,Laborers,1,0,27.27945205
F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,9.179674958,1,0,0,1,Managers,2,0,44.65753425
M,Y,N,0,360000,State servant,Higher education,Married,House / apartment,7.561641746,1,0,0,0,Laborers,2,0,27.35068493
F,N,Y,1,112500,Working,Higher education,Single / not married,House / apartment,7.030857476,1,0,0,0,Core staff,2,0,41.9260274
M,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,7.069023427,1,0,0,0,Managers,2,0,28.95890411
F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,54.57808219
F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,9.033006357,1,0,0,1,High skill tech staff,2,0,41.72876712
M,Y,Y,0,202500,State servant,Secondary / secondary special,Married,House / apartment,7.695757991,1,0,0,0,Core staff,2,0,40.06027397
M,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,With parents,7.555905094,1,0,0,0,Drivers,3,0,48.95342466
M,Y,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,6.830874235,1,0,0,0,Laborers,4,0,33.34246575
M,Y,Y,1,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,7.823645931,1,0,0,0,High skill tech staff,3,0,34.01917808
M,Y,N,0,328500,Working,Higher education,Married,House / apartment,7.883823215,1,1,1,0,Laborers,2,0,40.81369863
M,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.068172,1,1,0,0,Laborers,4,0,29.79178082
M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,5.438079309,1,0,1,0,Laborers,2,0,54.72328767
M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,6.869014451,1,0,0,1,Sales staff,2,0,28.25753425
M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,7.730174795,1,0,0,0,Laborers,3,0,43.94520548
F,N,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,7.694848072,1,0,0,1,Secretaries,4,0,42.29589041
M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,7.811163385,1,1,1,0,Drivers,2,0,31.18356164
F,N,Y,0,193500,Working,Secondary / secondary special,Married,House / apartment,9.345570321,1,0,1,0,Laborers,2,0,57.60547945
F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,59.37260274
M,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,6.837332815,1,1,1,0,Core staff,2,0,54.96712329
M,Y,N,0,198000,Commercial associate,Higher education,Married,House / apartment,7.991592282,1,0,0,0,Managers,2,0,37.37808219
F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,59.8739726
M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,7.204149292,1,0,0,0,Laborers,2,0,29.54794521
M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,6.428105273,1,0,0,0,Security staff,2,0,59.99178082
M,Y,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,8.239329428,1,0,0,0,Laborers,4,0,43.57260274
F,Y,Y,1,247500,Working,Secondary / secondary special,Civil marriage,House / apartment,7.133295955,1,0,0,1,Laborers,3,0,46.99178082
M,Y,N,0,157500,State servant,Secondary / secondary special,Married,House / apartment,8.083945702,1,1,0,0,Laborers,2,0,40.89315068
F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,5.278114659,1,0,1,0,Medicine staff,2,0,33.61369863
M,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,5.697093487,1,0,1,0,Laborers,1,0,43.43287671
M,Y,Y,1,450000,Commercial associate,Higher education,Married,House / apartment,7.466227556,1,0,0,0,Laborers,3,0,47.77260274
M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,4.820281566,1,0,0,0,Drivers,3,0,27.1260274
F,N,N,1,108000,Working,Secondary / secondary special,Separated,House / apartment,8.314342343,1,0,1,0,Laborers,2,0,39.31232877
F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,7.26612878,1,0,0,1,Managers,2,0,47.13150685
F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,With parents,8.581106517,1,0,1,0,Laborers,2,0,38.98082192
M,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.143617603,1,0,1,0,Laborers,2,0,57.16986301
F,N,Y,1,90000,Working,Secondary / secondary special,Separated,With parents,6.924612396,1,0,1,1,Sales staff,2,0,36.16438356
F,N,Y,0,191399.3262,Working,Secondary / secondary special,Married,House / apartment,7.028201432,1,0,0,0,Laborers,2,0,54.58082192
M,N,N,2,225000,Working,Higher education,Civil marriage,House / apartment,8.035278911,1,1,0,0,Laborers,4,0,45.93972603
F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,6.541029999,1,0,0,0,Laborers,1,0,40.4
F,N,N,0,72000,Working,Secondary / secondary special,Single / not married,House / apartment,7.290292882,1,1,0,0,Cleaning staff,1,0,51.50410959
M,Y,Y,14,225000,Working,Secondary / secondary special,Separated,House / apartment,7.431891917,1,0,0,0,Drivers,15,0,48.64109589
M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,8.007367068,1,0,0,1,Laborers,2,0,26.25205479
M,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.303752416,1,0,0,0,Managers,2,0,34.2
M,Y,Y,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,6.376726948,1,0,0,1,Sales staff,1,0,29.69041096
F,Y,N,0,216000,Working,Higher education,Married,Municipal apartment,5.641907071,1,0,1,0,Sales staff,2,0,32.80547945
F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,8.409830673,1,0,0,0,Laborers,2,0,41.79726027
M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,7.051855623,1,0,0,0,Laborers,2,0,49.07945205
F,Y,Y,2,315000,State servant,Secondary / secondary special,Married,House / apartment,7.106606138,1,0,0,0,Managers,4,0,33.83013699
F,N,N,0,594000,Pensioner,Higher education,Single / not married,Municipal apartment,12.80831816,1,0,0,0,Laborers,1,0,47.63561644
F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,6.487684018,1,0,0,0,Laborers,2,0,49.85479452
F,N,Y,0,180000,State servant,Higher education,Married,House / apartment,7.092573716,1,0,0,0,Core staff,2,0,47.89863014
M,Y,N,0,157500,Working,Secondary / secondary special,Separated,House / apartment,6.568077911,1,0,1,0,Security staff,1,0,46.72328767
F,Y,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,7.952966791,1,0,0,0,Laborers,2,0,56.62465753
F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.97808219
M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.301769763,1,1,0,0,Drivers,2,0,49.4739726
M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,8.10832229,1,0,0,0,Laborers,3,0,34.43561644
F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,60.27945205
F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.964850887,1,0,0,0,Laborers,2,0,53.37534247
F,N,Y,0,247500,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,60.56712329
M,Y,N,2,112500,Working,Higher education,Married,House / apartment,8.808817483,1,1,1,0,High skill tech staff,4,0,43.94520548
F,N,N,1,157500,Commercial associate,Incomplete higher,Married,With parents,7.922985959,1,0,0,0,Laborers,3,0,32.71506849
F,N,N,1,112500,Commercial associate,Higher education,Married,House / apartment,7.836764783,1,1,1,0,Managers,3,0,43.88493151
M,Y,Y,0,585000,Commercial associate,Secondary / secondary special,Married,With parents,7.406103381,1,0,0,0,Drivers,2,0,45.62465753
F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,9.353747835,1,0,0,0,Medicine staff,2,0,52.92328767
F,Y,N,1,225000,Working,Higher education,Single / not married,With parents,8.595634618,1,0,0,0,Laborers,2,0,37.97534247
